GKZ,Gebietsname,Wahlbe-rechtigte,Stimmen,Unnamed: 4,Unnamed: 5,ÖVP,%,SPÖ,%.1,FPÖ,%.2,NEOS,%.3,JETZT,%.4,GRÜNE,%.5,KPÖ,%.6,WANDL,%.7,BZÖ,%.8,BIER,%.9,CPÖ,%.10,GILT,%.11,SLP,%.12
G30800,Gänserndorf,78441.0,61164,761,60403,24484.0,40.53441054252272,14099.0,23.341555882985947,11679.0,19.33513236097545,3700.0,6.125523566710263,1049.0,1.7366687085078554,4821.0,7.981391652732481,315.0,0.5214972766253332,256.0,0.4238200089399533,,0.0,,0.0,,0.0,,0.0,,0.0
G30801,Aderklaa,150.0,109,1,108,67.0,62.03703703703704,5.0,4.62962962962963,17.0,15.74074074074074,5.0,4.62962962962963,3.0,2.7777777777777777,9.0,8.333333333333332,2.0,1.8518518518518516,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30802,Andlersdorf,105.0,74,0,74,42.0,56.75675675675676,9.0,12.162162162162163,6.0,8.108108108108109,8.0,10.81081081081081,0.0,0.0,8.0,10.81081081081081,0.0,0.0,1.0,1.3513513513513513,,0.0,,0.0,,0.0,,0.0,,0.0
G30803,Angern an der March,2544.0,1753,19,1734,601.0,34.65974625144175,561.0,32.35294117647059,358.0,20.645905420991927,85.0,4.901960784313726,24.0,1.384083044982699,91.0,5.2479815455594,6.0,0.34602076124567477,8.0,0.461361014994233,,0.0,,0.0,,0.0,,0.0,,0.0
G30804,Auersthal,1471.0,1112,13,1099,447.0,40.67333939945405,293.0,26.660600545950864,150.0,13.64877161055505,68.0,6.1874431301182895,22.0,2.001819836214741,112.0,10.191082802547772,2.0,0.18198362147406735,5.0,0.4549590536851683,,0.0,,0.0,,0.0,,0.0,,0.0
G30805,Bad Pirawarth,1312.0,891,16,875,407.0,46.51428571428571,211.0,24.114285714285714,134.0,15.314285714285713,47.0,5.371428571428572,11.0,1.2571428571428571,62.0,7.085714285714285,1.0,0.1142857142857143,2.0,0.2285714285714286,,0.0,,0.0,,0.0,,0.0,,0.0
G30808,Deutsch-Wagram,6618.0,4368,59,4309,1469.0,34.0914365281968,928.0,21.536319331631468,914.0,21.21141796240427,338.0,7.844047342770945,98.0,2.2743095845903922,501.0,11.626827570201904,33.0,0.7658389417498259,28.0,0.6498027384543977,,0.0,,0.0,,0.0,,0.0,,0.0
G30810,Drösing,927.0,628,5,623,256.0,41.091492776886035,175.0,28.08988764044944,122.0,19.58266452648475,27.0,4.333868378812198,9.0,1.4446227929373996,29.0,4.654895666131622,4.0,0.6420545746388443,1.0,0.16051364365971107,,0.0,,0.0,,0.0,,0.0,,0.0
G30811,Dürnkrut,1800.0,1232,15,1217,449.0,36.89400164338537,332.0,27.280197206244868,301.0,24.732949876746098,53.0,4.354971240755957,11.0,0.903861955628595,64.0,5.258833196384552,3.0,0.24650780608052586,4.0,0.3286770747740345,,0.0,,0.0,,0.0,,0.0,,0.0
G30812,Ebenthal,686.0,524,12,512,216.0,42.1875,105.0,20.5078125,119.0,23.2421875,28.0,5.46875,8.0,1.5625,35.0,6.8359375,1.0,0.1953125,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30813,Eckartsau,954.0,684,7,677,354.0,52.28951255539144,103.0,15.214180206794683,138.0,20.38404726735598,34.0,5.022156573116692,9.0,1.329394387001477,34.0,5.022156573116692,3.0,0.4431314623338257,2.0,0.29542097488921715,,0.0,,0.0,,0.0,,0.0,,0.0
G30814,Engelhartstetten,1577.0,1097,12,1085,500.0,46.08294930875576,214.0,19.723502304147466,234.0,21.566820276497694,50.0,4.6082949308755765,17.0,1.566820276497696,59.0,5.43778801843318,6.0,0.5529953917050692,5.0,0.4608294930875576,,0.0,,0.0,,0.0,,0.0,,0.0
G30817,Gänserndorf,8239.0,5295,66,5229,1848.0,35.34136546184739,1340.0,25.62631478294129,1018.0,19.468349588831515,331.0,6.330082233696692,110.0,2.1036527060623444,530.0,10.13578122011857,25.0,0.47810288774144194,27.0,0.5163511187607573,,0.0,,0.0,,0.0,,0.0,,0.0
G30819,Glinzendorf,214.0,147,1,146,60.0,41.0958904109589,31.0,21.232876712328768,37.0,25.34246575342466,5.0,3.4246575342465753,3.0,2.054794520547945,9.0,6.164383561643835,1.0,0.684931506849315,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30821,Groß-Enzersdorf,8484.0,5518,65,5453,2118.0,38.841004951402894,1227.0,22.501375389693745,976.0,17.898404547955256,445.0,8.160645516229598,116.0,2.1272693929946818,528.0,9.682743443975793,26.0,0.47680176049880796,17.0,0.3117549972492206,,0.0,,0.0,,0.0,,0.0,,0.0
G30822,Großhofen,65.0,56,0,56,41.0,73.21428571428571,3.0,5.357142857142857,5.0,8.928571428571429,4.0,7.142857142857142,2.0,3.571428571428571,1.0,1.7857142857142856,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30824,Groß-Schweinbarth,1016.0,781,20,761,389.0,51.116951379763464,184.0,24.178712220762154,97.0,12.746386333771353,36.0,4.730617608409987,9.0,1.1826544021024967,44.0,5.781865965834428,1.0,0.1314060446780552,1.0,0.1314060446780552,,0.0,,0.0,,0.0,,0.0,,0.0
G30825,Haringsee,915.0,652,9,643,329.0,51.16640746500778,136.0,21.15085536547434,100.0,15.552099533437014,31.0,4.821150855365474,8.0,1.244167962674961,31.0,4.821150855365474,6.0,0.9331259720062209,2.0,0.3110419906687403,,0.0,,0.0,,0.0,,0.0,,0.0
G30826,Hauskirchen,1020.0,699,12,687,383.0,55.74963609898108,116.0,16.885007278020378,125.0,18.19505094614265,28.0,4.075691411935954,9.0,1.3100436681222707,20.0,2.911208151382824,3.0,0.43668122270742354,3.0,0.43668122270742354,,0.0,,0.0,,0.0,,0.0,,0.0
G30827,Hohenau an der March,2130.0,1342,17,1325,395.0,29.81132075471698,520.0,39.24528301886793,287.0,21.660377358490564,39.0,2.943396226415094,18.0,1.3584905660377358,56.0,4.226415094339623,8.0,0.6037735849056604,2.0,0.1509433962264151,,0.0,,0.0,,0.0,,0.0,,0.0
G30828,Hohenruppersdorf,756.0,584,9,575,332.0,57.7391304347826,86.0,14.956521739130435,79.0,13.73913043478261,30.0,5.217391304347826,6.0,1.0434782608695654,38.0,6.608695652173912,3.0,0.5217391304347827,1.0,0.17391304347826086,,0.0,,0.0,,0.0,,0.0,,0.0
G30829,Jedenspeigen,916.0,680,9,671,346.0,51.56482861400894,179.0,26.67660208643815,84.0,12.518628912071536,20.0,2.9806259314456036,10.0,1.4903129657228018,26.0,3.8748137108792844,4.0,0.5961251862891207,2.0,0.29806259314456035,,0.0,,0.0,,0.0,,0.0,,0.0
G30830,Lassee,2106.0,1522,20,1502,625.0,41.61118508655127,305.0,20.306258322237017,382.0,25.432756324900136,83.0,5.525965379494008,27.0,1.7976031957390146,70.0,4.660452729693742,6.0,0.3994673768308922,4.0,0.2663115845539281,,0.0,,0.0,,0.0,,0.0,,0.0
G30831,Leopoldsdorf im Marchfelde,2089.0,1457,20,1437,504.0,35.07306889352819,426.0,29.64509394572025,297.0,20.668058455114824,70.0,4.871259568545581,21.0,1.4613778705636742,109.0,7.585247042449547,8.0,0.5567153792623522,2.0,0.13917884481558804,,0.0,,0.0,,0.0,,0.0,,0.0
G30834,Mannsdorf an der Donau,271.0,198,2,196,87.0,44.38775510204081,32.0,16.3265306122449,41.0,20.918367346938776,16.0,8.16326530612245,0.0,0.0,20.0,10.204081632653061,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30835,Marchegg,2092.0,1407,13,1394,485.0,34.79196556671449,420.0,30.129124820659968,310.0,22.23816355810617,45.0,3.2281205164992826,22.0,1.5781922525107603,87.0,6.24103299856528,16.0,1.1477761836441895,9.0,0.6456241032998565,,0.0,,0.0,,0.0,,0.0,,0.0
G30836,Markgrafneusiedl,719.0,512,8,504,185.0,36.7063492063492,123.0,24.404761904761905,118.0,23.41269841269841,35.0,6.944444444444445,6.0,1.1904761904761905,31.0,6.15079365079365,3.0,0.5952380952380952,3.0,0.5952380952380952,,0.0,,0.0,,0.0,,0.0,,0.0
G30838,Matzen-Raggendorf,2104.0,1512,22,1490,663.0,44.49664429530201,335.0,22.483221476510067,249.0,16.711409395973153,109.0,7.315436241610739,22.0,1.476510067114094,99.0,6.644295302013423,8.0,0.5369127516778524,5.0,0.33557046979865773,,0.0,,0.0,,0.0,,0.0,,0.0
G30841,Neusiedl an der Zaya,1002.0,684,7,677,359.0,53.028064992614475,95.0,14.032496307237812,154.0,22.74741506646972,33.0,4.874446085672083,6.0,0.8862629246676514,27.0,3.9881831610044314,3.0,0.4431314623338257,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30842,Obersiebenbrunn,1324.0,871,5,866,299.0,34.52655889145497,218.0,25.17321016166282,211.0,24.364896073903004,39.0,4.503464203233257,12.0,1.3856812933025404,75.0,8.660508083140877,5.0,0.5773672055427251,7.0,0.8083140877598153,,0.0,,0.0,,0.0,,0.0,,0.0
G30844,Orth an der Donau,1634.0,997,18,979,427.0,43.61593462717058,182.0,18.590398365679263,211.0,21.552604698672116,64.0,6.537282941777324,13.0,1.3278855975485189,71.0,7.252298263534218,6.0,0.6128702757916241,5.0,0.5107252298263534,,0.0,,0.0,,0.0,,0.0,,0.0
G30845,Palterndorf-Dobermannsdorf,1045.0,731,10,721,370.0,51.31761442441054,101.0,14.008321775312066,179.0,24.826629680998614,35.0,4.854368932038835,12.0,1.6643550624133148,16.0,2.219140083217753,7.0,0.9708737864077669,1.0,0.13869625520110956,,0.0,,0.0,,0.0,,0.0,,0.0
G30846,Parbasdorf,132.0,111,0,111,72.0,64.86486486486487,6.0,5.405405405405405,17.0,15.315315315315313,10.0,9.00900900900901,1.0,0.9009009009009009,5.0,4.504504504504505,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30848,Prottes,1093.0,738,12,726,319.0,43.93939393939394,162.0,22.31404958677686,139.0,19.146005509641874,42.0,5.785123966942149,9.0,1.2396694214876034,55.0,7.575757575757576,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30849,Raasdorf,429.0,319,5,314,182.0,57.961783439490446,65.0,20.70063694267516,24.0,7.643312101910828,19.0,6.050955414012739,3.0,0.9554140127388535,20.0,6.369426751592357,1.0,0.3184713375796179,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30850,Ringelsdorf-Niederabsdorf,1030.0,710,13,697,274.0,39.31133428981349,273.0,39.16786226685796,98.0,14.060258249641318,23.0,3.2998565279770444,10.0,1.4347202295552368,18.0,2.582496413199426,0.0,0.0,1.0,0.1434720229555237,,0.0,,0.0,,0.0,,0.0,,0.0
G30852,Schönkirchen-Reyersdorf,1515.0,1082,8,1074,444.0,41.340782122905026,247.0,22.998137802607076,204.0,18.994413407821227,73.0,6.7970204841713215,15.0,1.3966480446927374,81.0,7.5418994413407825,6.0,0.5586592178770949,4.0,0.37243947858473,,0.0,,0.0,,0.0,,0.0,,0.0
G30854,Spannberg,788.0,608,11,597,322.0,53.936348408710224,64.0,10.720268006700168,134.0,22.445561139028474,33.0,5.527638190954774,11.0,1.8425460636515913,25.0,4.1876046901172534,4.0,0.6700167504187605,4.0,0.6700167504187605,,0.0,,0.0,,0.0,,0.0,,0.0
G30856,Strasshof an der Nordbahn,7505.0,4763,46,4717,1504.0,31.884672461310153,1237.0,26.22429510281959,1098.0,23.27750688997244,294.0,6.232775068899724,101.0,2.141191435234259,418.0,8.861564553741786,35.0,0.741997032011872,30.0,0.6359974560101759,,0.0,,0.0,,0.0,,0.0,,0.0
G30857,Sulz im Weinviertel,997.0,722,12,710,406.0,57.183098591549296,108.0,15.211267605633802,123.0,17.323943661971832,27.0,3.8028169014084505,11.0,1.5492957746478873,32.0,4.507042253521127,2.0,0.28169014084507044,1.0,0.14084507042253522,,0.0,,0.0,,0.0,,0.0,,0.0
G30858,Untersiebenbrunn,1334.0,946,11,935,314.0,33.582887700534755,271.0,28.983957219251337,247.0,26.417112299465238,39.0,4.171122994652406,16.0,1.7112299465240641,45.0,4.81283422459893,2.0,0.21390374331550802,1.0,0.10695187165775401,,0.0,,0.0,,0.0,,0.0,,0.0
G30859,Velm-Götzendorf,632.0,494,8,486,244.0,50.20576131687243,79.0,16.255144032921812,103.0,21.193415637860085,22.0,4.526748971193416,10.0,2.05761316872428,24.0,4.938271604938271,2.0,0.411522633744856,2.0,0.411522633744856,,0.0,,0.0,,0.0,,0.0,,0.0
G30860,Weikendorf,1551.0,1076,13,1063,409.0,38.47601128880527,243.0,22.859830667920978,220.0,20.696142991533396,71.0,6.679209783631232,22.0,2.06961429915334,85.0,7.9962370649106305,10.0,0.940733772342427,3.0,0.28222013170272814,,0.0,,0.0,,0.0,,0.0,,0.0
G30863,Zistersdorf,4409.0,2982,59,2923,1582.0,54.12247690728703,467.0,15.976736229900787,510.0,17.447827574409853,139.0,4.755388299692098,32.0,1.094765651727677,175.0,5.986999657885734,6.0,0.20526855969893945,12.0,0.4105371193978789,,0.0,,0.0,,0.0,,0.0,,0.0
G30865,Weiden an der March,741.0,534,8,526,322.0,61.21673003802282,72.0,13.688212927756654,77.0,14.638783269961978,15.0,2.8517110266159698,9.0,1.7110266159695817,26.0,4.942965779467681,3.0,0.5703422053231939,2.0,0.38022813688212925,,0.0,,0.0,,0.0,,0.0,,0.0
G30899,Wahlkarten - Gänserndorf,0.0,7962,63,7899,3037.0,38.447904798075704,1810.0,22.91429294847449,1232.0,15.596911001392582,652.0,8.254209393594126,155.0,1.9622737055323458,920.0,11.647043929611343,44.0,0.5570325357640208,49.0,0.6203316875553868,,0.0,,0.0,,0.0,,0.0,,0.0
G30900,Gmünd,30485.0,24207,487,23720,11106.0,46.8212478920742,5552.0,23.406408094435076,3789.0,15.973861720067454,1182.0,4.983136593591905,308.0,1.2984822934232716,1607.0,6.774873524451939,88.0,0.3709949409780776,88.0,0.3709949409780776,,0.0,,0.0,,0.0,,0.0,,0.0
G30902,Amaliendorf-Aalfang,919.0,555,17,538,157.0,29.182156133828997,182.0,33.82899628252788,134.0,24.907063197026023,21.0,3.903345724907063,8.0,1.486988847583643,32.0,5.947955390334572,4.0,0.7434944237918215,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30903,Brand-Nagelberg,1306.0,870,22,848,269.0,31.721698113207548,363.0,42.806603773584904,124.0,14.622641509433961,25.0,2.94811320754717,17.0,2.0047169811320753,43.0,5.070754716981132,3.0,0.3537735849056604,4.0,0.4716981132075472,,0.0,,0.0,,0.0,,0.0,,0.0
G30904,Eggern,576.0,409,8,401,199.0,49.62593516209476,66.0,16.458852867830423,88.0,21.94513715710723,14.0,3.4912718204488775,6.0,1.4962593516209477,25.0,6.234413965087282,2.0,0.4987531172069825,1.0,0.24937655860349126,,0.0,,0.0,,0.0,,0.0,,0.0
G30906,Eisgarn,553.0,374,6,368,211.0,57.33695652173913,70.0,19.021739130434785,54.0,14.673913043478262,16.0,4.3478260869565215,2.0,0.5434782608695652,14.0,3.804347826086957,0.0,0.0,1.0,0.2717391304347826,,0.0,,0.0,,0.0,,0.0,,0.0
G30908,Gmünd,4144.0,2626,42,2584,1055.0,40.828173374613,756.0,29.256965944272444,416.0,16.09907120743034,124.0,4.798761609907121,50.0,1.9349845201238391,167.0,6.462848297213622,9.0,0.348297213622291,7.0,0.2708978328173375,,0.0,,0.0,,0.0,,0.0,,0.0
G30909,Großdietmanns,1860.0,1322,33,1289,668.0,51.82311869666408,254.0,19.705197827773468,206.0,15.981380915438322,58.0,4.499612102404965,13.0,1.008533747090768,80.0,6.2063615205585725,5.0,0.3878975950349108,5.0,0.3878975950349108,,0.0,,0.0,,0.0,,0.0,,0.0
G30910,Bad Großpertholz,1101.0,697,22,675,353.0,52.2962962962963,125.0,18.51851851851852,100.0,14.814814814814813,39.0,5.777777777777778,10.0,1.4814814814814816,39.0,5.777777777777778,8.0,1.1851851851851851,1.0,0.14814814814814814,,0.0,,0.0,,0.0,,0.0,,0.0
G30912,Großschönau,991.0,754,12,742,461.0,62.129380053908356,46.0,6.199460916442049,125.0,16.846361185983827,34.0,4.5822102425876015,12.0,1.6172506738544474,60.0,8.086253369272237,1.0,0.13477088948787064,3.0,0.40431266846361186,,0.0,,0.0,,0.0,,0.0,,0.0
G30913,Moorbad Harbach,599.0,427,10,417,179.0,42.92565947242206,77.0,18.465227817745802,77.0,18.465227817745802,37.0,8.872901678657074,8.0,1.9184652278177456,35.0,8.393285371702639,4.0,0.9592326139088728,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30915,Haugschlag,387.0,269,7,262,137.0,52.29007633587786,48.0,18.3206106870229,53.0,20.229007633587788,9.0,3.435114503816794,2.0,0.7633587786259541,13.0,4.961832061068702,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30916,Heidenreichstein,3360.0,2033,47,1986,879.0,44.259818731117825,548.0,27.59315206445116,317.0,15.96173212487412,89.0,4.481369587109768,23.0,1.1581067472306144,115.0,5.790533736153072,6.0,0.3021148036253776,9.0,0.4531722054380665,,0.0,,0.0,,0.0,,0.0,,0.0
G30917,Hirschbach,496.0,357,3,354,162.0,45.76271186440678,99.0,27.966101694915253,52.0,14.689265536723164,19.0,5.367231638418079,1.0,0.2824858757062147,21.0,5.932203389830509,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30920,Hoheneich,1200.0,770,13,757,338.0,44.64993394980185,179.0,23.645970937912814,121.0,15.984147952443859,46.0,6.07661822985469,7.0,0.9247027741083224,58.0,7.661822985468956,5.0,0.6605019815059445,3.0,0.3963011889035667,,0.0,,0.0,,0.0,,0.0,,0.0
G30921,Kirchberg am Walde,1089.0,771,17,754,436.0,57.824933687002655,120.0,15.915119363395224,126.0,16.710875331564985,27.0,3.580901856763926,7.0,0.9283819628647214,36.0,4.774535809018567,1.0,0.1326259946949602,1.0,0.1326259946949602,,0.0,,0.0,,0.0,,0.0,,0.0
G30925,Litschau,1927.0,1155,15,1140,613.0,53.771929824561404,230.0,20.175438596491226,180.0,15.789473684210526,48.0,4.2105263157894735,18.0,1.5789473684210527,46.0,4.035087719298246,3.0,0.2631578947368421,2.0,0.17543859649122806,,0.0,,0.0,,0.0,,0.0,,0.0
G30929,Reingers,523.0,374,4,370,227.0,61.35135135135135,48.0,12.972972972972974,61.0,16.486486486486488,13.0,3.5135135135135136,0.0,0.0,20.0,5.405405405405405,1.0,0.2702702702702703,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G30932,St. Martin,915.0,633,18,615,339.0,55.1219512195122,108.0,17.560975609756095,94.0,15.284552845528454,25.0,4.0650406504065035,9.0,1.4634146341463417,37.0,6.016260162601626,1.0,0.16260162601626016,2.0,0.3252032520325203,,0.0,,0.0,,0.0,,0.0,,0.0
G30935,Schrems,4457.0,2841,64,2777,1118.0,40.25927259632697,885.0,31.868923298523587,448.0,16.13251710478934,129.0,4.645300684191573,33.0,1.1883327331652862,153.0,5.509542671948146,6.0,0.21606049693914295,5.0,0.18005041411595246,,0.0,,0.0,,0.0,,0.0,,0.0
G30939,Unserfrau-Altweitra,831.0,606,21,585,358.0,61.1965811965812,70.0,11.965811965811966,86.0,14.700854700854702,27.0,4.615384615384616,10.0,1.7094017094017095,28.0,4.786324786324787,4.0,0.6837606837606838,2.0,0.3418803418803419,,0.0,,0.0,,0.0,,0.0,,0.0
G30940,Waldenstein,999.0,697,19,678,427.0,62.979351032448385,77.0,11.35693215339233,96.0,14.15929203539823,32.0,4.71976401179941,5.0,0.7374631268436578,38.0,5.604719764011799,2.0,0.2949852507374631,1.0,0.14749262536873156,,0.0,,0.0,,0.0,,0.0,,0.0
G30942,Weitra,2252.0,1415,21,1394,803.0,57.60401721664275,183.0,13.127690100430417,228.0,16.3558106169297,71.0,5.093256814921091,24.0,1.721664275466284,77.0,5.523672883787661,4.0,0.2869440459110474,4.0,0.2869440459110474,,0.0,,0.0,,0.0,,0.0,,0.0
G30999,Wahlkarten - Gmünd,0.0,4252,66,4186,1717.0,41.017677974199714,1018.0,24.3191591017678,603.0,14.40516005733397,279.0,6.665074056378405,43.0,1.0272336359292882,470.0,11.227902532250358,19.0,0.4538939321548017,37.0,0.8838987099856666,,0.0,,0.0,,0.0,,0.0,,0.0
G31000,Hollabrunn,41431.0,33412,576,32836,16657.0,50.72785966622,5659.0,17.23413326836399,5076.0,15.458642952856621,2013.0,6.130466561091485,444.0,1.352174442684858,2710.0,8.253136801071994,144.0,0.43854306249238645,133.0,0.4050432452186625,,0.0,,0.0,,0.0,,0.0,,0.0
G31001,Alberndorf im Pulkautal,626.0,426,13,413,196.0,47.45762711864407,80.0,19.37046004842615,76.0,18.401937046004843,20.0,4.842615012106537,5.0,1.2106537530266344,32.0,7.74818401937046,2.0,0.48426150121065376,2.0,0.48426150121065376,,0.0,,0.0,,0.0,,0.0,,0.0
G31008,Göllersdorf,2342.0,1673,29,1644,831.0,50.54744525547446,298.0,18.126520681265205,262.0,15.936739659367397,92.0,5.59610705596107,19.0,1.1557177615571776,127.0,7.7250608272506085,8.0,0.48661800486618007,7.0,0.4257907542579075,,0.0,,0.0,,0.0,,0.0,,0.0
G31009,Grabern,1268.0,917,18,899,517.0,57.50834260289211,119.0,13.236929922135706,127.0,14.126807563959956,36.0,4.004449388209121,16.0,1.7797552836484982,74.0,8.231368186874304,5.0,0.5561735261401557,5.0,0.5561735261401557,,0.0,,0.0,,0.0,,0.0,,0.0
G31014,Guntersdorf,933.0,681,12,669,348.0,52.01793721973094,109.0,16.292974588938712,129.0,19.282511210762333,28.0,4.185351270553064,9.0,1.345291479820628,40.0,5.9790732436472345,3.0,0.4484304932735426,3.0,0.4484304932735426,,0.0,,0.0,,0.0,,0.0,,0.0
G31015,Hadres,1434.0,1094,20,1074,535.0,49.81378026070764,215.0,20.01862197392924,200.0,18.6219739292365,51.0,4.748603351955307,14.0,1.303538175046555,54.0,5.027932960893855,1.0,0.0931098696461825,4.0,0.37243947858473,,0.0,,0.0,,0.0,,0.0,,0.0
G31016,Hardegg,1107.0,841,17,824,526.0,63.834951456310684,110.0,13.349514563106796,112.0,13.592233009708737,38.0,4.611650485436893,3.0,0.3640776699029126,29.0,3.5194174757281553,6.0,0.7281553398058253,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G31018,Haugsdorf,1303.0,906,27,879,405.0,46.075085324232084,197.0,22.41183162684869,173.0,19.681456200227533,46.0,5.233219567690557,10.0,1.1376564277588168,39.0,4.436860068259386,6.0,0.6825938566552902,3.0,0.3412969283276451,,0.0,,0.0,,0.0,,0.0,,0.0
G31019,Heldenberg,1064.0,731,13,718,382.0,53.2033426183844,94.0,13.09192200557103,121.0,16.852367688022284,54.0,7.520891364902507,7.0,0.9749303621169917,54.0,7.520891364902507,3.0,0.4178272980501393,3.0,0.4178272980501393,,0.0,,0.0,,0.0,,0.0,,0.0
G31021,Hohenwarth-Mühlbach a.M.,1085.0,781,12,769,430.0,55.91677503250976,144.0,18.725617685305593,102.0,13.263979193758127,45.0,5.851755526657997,12.0,1.5604681404421328,31.0,4.031209362808843,4.0,0.5201560468140443,1.0,0.13003901170351106,,0.0,,0.0,,0.0,,0.0,,0.0
G31022,Hollabrunn,9183.0,6029,91,5938,2801.0,47.17076456719434,927.0,15.611316941731223,980.0,16.503873358033008,437.0,7.359380262714718,112.0,1.8861569552037722,627.0,10.55911081172112,33.0,0.5557426743011116,21.0,0.3536544291007073,,0.0,,0.0,,0.0,,0.0,,0.0
G31025,Mailberg,479.0,345,12,333,154.0,46.246246246246244,90.0,27.027027027027028,51.0,15.315315315315313,11.0,3.303303303303303,5.0,1.5015015015015014,17.0,5.105105105105105,1.0,0.3003003003003003,4.0,1.2012012012012012,,0.0,,0.0,,0.0,,0.0,,0.0
G31026,Maissau,1637.0,1054,11,1043,588.0,56.375838926174495,165.0,15.819750719079579,153.0,14.669223394055608,50.0,4.793863854266539,14.0,1.342281879194631,65.0,6.2320230105465,4.0,0.38350910834132307,4.0,0.38350910834132307,,0.0,,0.0,,0.0,,0.0,,0.0
G31028,Nappersdorf-Kammersdorf,1014.0,694,7,687,384.0,55.895196506550214,89.0,12.954876273653564,127.0,18.486171761280932,28.0,4.075691411935954,5.0,0.727802037845706,47.0,6.841339155749636,2.0,0.2911208151382824,5.0,0.727802037845706,,0.0,,0.0,,0.0,,0.0,,0.0
G31033,Pernersdorf,853.0,619,16,603,280.0,46.434494195688224,149.0,24.70978441127695,112.0,18.573797678275287,23.0,3.814262023217247,6.0,0.9950248756218906,26.0,4.311774461028192,5.0,0.8291873963515755,2.0,0.33167495854063017,,0.0,,0.0,,0.0,,0.0,,0.0
G31035,Pulkau,1264.0,851,20,831,477.0,57.400722021660656,169.0,20.33694344163658,90.0,10.830324909747292,32.0,3.850782190132371,4.0,0.48134777376654636,49.0,5.896510228640193,4.0,0.48134777376654636,6.0,0.7220216606498195,,0.0,,0.0,,0.0,,0.0,,0.0
G31036,Ravelsbach,1328.0,895,19,876,465.0,53.082191780821915,137.0,15.639269406392694,145.0,16.552511415525114,56.0,6.392694063926941,9.0,1.0273972602739725,61.0,6.963470319634703,2.0,0.228310502283105,1.0,0.1141552511415525,,0.0,,0.0,,0.0,,0.0,,0.0
G31037,Retz,3531.0,2158,33,2125,1099.0,51.71764705882354,362.0,17.03529411764706,259.0,12.188235294117646,148.0,6.964705882352941,26.0,1.223529411764706,220.0,10.352941176470589,5.0,0.2352941176470588,6.0,0.2823529411764706,,0.0,,0.0,,0.0,,0.0,,0.0
G31038,Retzbach,838.0,587,14,573,299.0,52.18150087260035,75.0,13.089005235602095,110.0,19.19720767888307,32.0,5.5846422338568935,7.0,1.2216404886561953,49.0,8.55148342059337,0.0,0.0,1.0,0.17452006980802792,,0.0,,0.0,,0.0,,0.0,,0.0
G31041,Schrattenthal,729.0,534,12,522,303.0,58.04597701149425,99.0,18.96551724137931,43.0,8.237547892720306,28.0,5.363984674329502,2.0,0.38314176245210724,46.0,8.812260536398467,0.0,0.0,1.0,0.19157088122605362,,0.0,,0.0,,0.0,,0.0,,0.0
G31042,Seefeld-Kadolz,796.0,542,5,537,232.0,43.20297951582867,151.0,28.11918063314711,100.0,18.6219739292365,25.0,4.655493482309125,5.0,0.931098696461825,20.0,3.7243947858473,3.0,0.5586592178770949,1.0,0.186219739292365,,0.0,,0.0,,0.0,,0.0,,0.0
G31043,Sitzendorf an der Schmida,1800.0,1315,16,1299,798.0,61.43187066974596,176.0,13.548883756735949,165.0,12.702078521939955,54.0,4.157043879907621,11.0,0.8468052347959968,82.0,6.312548113933795,6.0,0.4618937644341801,7.0,0.5388760585065435,,0.0,,0.0,,0.0,,0.0,,0.0
G31051,Wullersdorf,1975.0,1387,27,1360,700.0,51.470588235294116,222.0,16.323529411764707,251.0,18.455882352941178,74.0,5.4411764705882355,17.0,1.25,78.0,5.735294117647059,11.0,0.8088235294117648,7.0,0.5147058823529411,,0.0,,0.0,,0.0,,0.0,,0.0
G31052,Zellerndorf,2064.0,1499,26,1473,713.0,48.40461642905635,324.0,21.9959266802444,241.0,16.361167684996605,79.0,5.363204344874406,22.0,1.4935505770536321,86.0,5.838424983027835,4.0,0.2715546503733876,4.0,0.2715546503733876,,0.0,,0.0,,0.0,,0.0,,0.0
G31053,Ziersdorf,2778.0,1940,41,1899,955.0,50.28962611901,350.0,18.43075302790943,298.0,15.692469720905741,115.0,6.055818852027383,25.0,1.3164823591363874,139.0,7.319641916798315,6.0,0.315955766192733,11.0,0.5792522380200106,,0.0,,0.0,,0.0,,0.0,,0.0
